09JAN2215, 0600;   32,107
09JAN2215, 0700;   31,760
09JAN2215, 0800;   31,418
09JAN2215, 0900;   31,077
09JAN2215, 1000;   30,733
09JAN2215, 1100;   30,388
09JAN2215, 1200;   30,041
09JAN2215, 1300;   29,688
09JAN2215, 1400;   29,341
09JAN2215, 1500;   28,998
09JAN2215, 1600;   28,684
09JAN2215, 1700;   28,396
09JAN2215, 1800;   28,105
09JAN2215, 1900;   27,819
09JAN2215, 2000;   27,535
09JAN2215, 2100;   27,256
09JAN2215, 2200;   26,978
09JAN2215, 2300;   26,710
09JAN2215, 2400;   26,438
10JAN2215, 0100;   26,162
10JAN2215, 0200;   25,882
10JAN2215, 0300;   25,601
10JAN2215, 0400;   25,337
10JAN2215, 0500;   25,096
10JAN2215, 0600;   24,862
10JAN2215, 0700;   24,629
10JAN2215, 0800;   24,395
10JAN2215, 0900;   24,161
10JAN2215, 1000;   23,925
10JAN2215, 1100;   23,688
10JAN2215, 1200;   23,454
10JAN2215, 1300;   23,219
10JAN2215, 1400;   22,996
10JAN2215, 1500;   22,771
10JAN2215, 1600;   22,548
10JAN2215, 1700;   22,336
10JAN2215, 1800;   22,136
10JAN2215, 1900;   21,945
10JAN2215, 2000;   21,751
10JAN2215, 2100;   21,563
10JAN2215, 2200;   21,376
10JAN2215, 2300;   21,188
10JAN2215, 2400;   21,003
11JAN2215, 0100;   20,818
11JAN2215, 0200;   20,632
11JAN2215, 0300;   20,447
11JAN2215, 0400;   20,264
11JAN2215, 0500;   20,088
11JAN2215, 0600;   19,921
11JAN2215, 0700;   19,761
11JAN2215, 0800;   19,602
11JAN2215, 0900;   19,444
11JAN2215, 1000;   19,289
11JAN2215, 1100;   19,133
11JAN2215, 1200;   18,976
11JAN2215, 1300;   18,820
11JAN2215, 1400;   18,663
11JAN2215, 1500;   18,506
11JAN2215, 1600;   18,351
11JAN2215, 1700;   18,202
11JAN2215, 1800;   18,060
11JAN2215, 1900;   17,924
11JAN2215, 2000;   17,790
11JAN2215, 2100;   17,658
11JAN2215, 2200;   17,526
11JAN2215, 2300;   17,396
11JAN2215, 2400;   17,263
12JAN2215, 0100;   17,129
12JAN2215, 0200;   16,993
12JAN2215, 0300;   16,858
12JAN2215, 0400;   16,739
12JAN2215, 0500;   16,673
12JAN2215, 0600;   16,671
12JAN2215, 0700;   16,716
12JAN2215, 0800;   16,785
12JAN2215, 0900;   16,863
12JAN2215, 1000;   16,945
12JAN2215, 1100;   17,028
12JAN2215, 1200;   17,111
12JAN2215, 1300;   17,195
12JAN2215, 1400;   17,277
12JAN2215, 1500;   17,360
12JAN2215, 1600;   17,441
12JAN2215, 1700;   17,518
12JAN2215, 1800;   17,587
12JAN2215, 1900;   17,651
12JAN2215, 2000;   17,711
12JAN2215, 2100;   17,770
12JAN2215, 2200;   17,828
12JAN2215, 2300;   17,887
12JAN2215, 2400;   17,946
13JAN2215, 0100;   18,004
13JAN2215, 0200;   18,063
13JAN2215, 0300;   18,122
13JAN2215, 0400;   18,178
13JAN2215, 0500;   18,230
13JAN2215, 0600;   18,274
13JAN2215, 0700;   18,314
13JAN2215, 0800;   18,352
13JAN2215, 0900;   18,389
13JAN2215, 1000;   18,426
13JAN2215, 1100;   18,463
13JAN2215, 1200;   18,500
13JAN2215, 1300;   18,536
13JAN2215, 1400;   18,573
13JAN2215, 1500;   18,610
13JAN2215, 1600;   18,645
13JAN2215, 1700;   18,676
13JAN2215, 1800;   18,702
13JAN2215, 1900;   18,725
13JAN2215, 2000;   18,746
13JAN2215, 2100;   18,767
13JAN2215, 2200;   18,787
13JAN2215, 2300;   18,807
13JAN2215, 2400;   18,826
14JAN2215, 0100;   18,847
14JAN2215, 0200;   18,867
14JAN2215, 0300;   18,887
14JAN2215, 0400;   18,905
14JAN2215, 0500;   18,920
14JAN2215, 0600;   18,930
14JAN2215, 0700;   18,938
14JAN2215, 0800;   18,944
14JAN2215, 0900;   18,949
14JAN2215, 1000;   18,954
14JAN2215, 1100;   18,960
14JAN2215, 1200;   18,966
14JAN2215, 1300;   18,972
14JAN2215, 1400;   18,979
14JAN2215, 1500;   18,985
14JAN2215, 1600;   18,991
14JAN2215, 1700;   18,994
14JAN2215, 1800;   18,993
14JAN2215, 1900;   18,990
14JAN2215, 2000;   18,985
14JAN2215, 2100;   18,981
14JAN2215, 2200;   18,976
14JAN2215, 2300;   18,971
14JAN2215, 2400;   18,966
15JAN2215, 0100;   18,961
15JAN2215, 0200;   18,956
15JAN2215, 0300;   18,950
15JAN2215, 0400;   18,935
15JAN2215, 0500;   18,893
15JAN2215, 0600;   18,818
15JAN2215, 0700;   18,723
15JAN2215, 0800;   18,617
15JAN2215, 0900;   18,507
15JAN2215, 1000;   18,394
15JAN2215, 1100;   18,281
15JAN2215, 1200;   18,167
15JAN2215, 1300;   18,053
15JAN2215, 1400;   17,940
15JAN2215, 1500;   17,826
15JAN2215, 1600;   17,713
15JAN2215, 1700;   17,604
15JAN2215, 1800;   17,502
15JAN2215, 1900;   17,402
15JAN2215, 2000;   17,303
15JAN2215, 2100;   17,205
15JAN2215, 2200;   17,107
15JAN2215, 2300;   17,007
15JAN2215, 2400;   16,907
16JAN2215, 0100;   16,808
16JAN2215, 0200;   16,708
16JAN2215, 0300;   16,609
16JAN2215, 0400;   16,507
16JAN2215, 0500;   16,393
16JAN2215, 0600;   16,264
16JAN2215, 0700;   16,124
16JAN2215, 0800;   15,979
16JAN2215, 0900;   15,830
16JAN2215, 1000;   15,682
16JAN2215, 1100;   15,532
16JAN2215, 1200;   15,382
16JAN2215, 1300;   15,233
16JAN2215, 1400;   15,094
16JAN2215, 1500;   14,948
16JAN2215, 1600;   14,799
16JAN2215, 1700;   14,655
16JAN2215, 1800;   14,520
16JAN2215, 1900;   14,392
16JAN2215, 2000;   14,271
16JAN2215, 2100;   14,158
16JAN2215, 2200;   14,038
16JAN2215, 2300;   13,914
16JAN2215, 2400;   13,791
17JAN2215, 0100;   13,669
17JAN2215, 0200;   13,544
17JAN2215, 0300;   13,418
17JAN2215, 0400;   13,292
17JAN2215, 0500;   13,169
17JAN2215, 0600;   13,052
17JAN2215, 0700;   12,938
17JAN2215, 0800;   12,828
17JAN2215, 0900;   12,719
17JAN2215, 1000;   12,610
17JAN2215, 1100;   12,502
17JAN2215, 1200;   12,394
17JAN2215, 1300;   12,290
17JAN2215, 1400;   12,192
17JAN2215, 1500;   12,096
17JAN2215, 1600;   11,999
17JAN2215, 1700;   11,898
17JAN2215, 1800;   11,799
17JAN2215, 1900;   11,702
17JAN2215, 2000;   11,606
17JAN2215, 2100;   11,512
17JAN2215, 2200;   11,418
17JAN2215, 2300;   11,325
17JAN2215, 2400;   11,232
18JAN2215, 0100;   11,147
18JAN2215, 0200;   11,066
18JAN2215, 0300;   10,983
18JAN2215, 0400;   10,902
18JAN2215, 0500;   10,822
18JAN2215, 0600;   10,764
18JAN2215, 0700;   10,738
18JAN2215, 0800;   10,738
18JAN2215, 0900;   10,756
18JAN2215, 1000;   10,783
18JAN2215, 1100;   10,814
18JAN2215, 1200;   10,848
18JAN2215, 1300;   10,882
18JAN2215, 1400;   10,917
18JAN2215, 1500;   10,952
18JAN2215, 1600;   10,989
18JAN2215, 1700;   11,024
18JAN2215, 1800;   11,056
18JAN2215, 1900;   11,085
18JAN2215, 2000;   11,112
18JAN2215, 2100;   11,138
18JAN2215, 2200;   11,165
18JAN2215, 2300;   11,190
18JAN2215, 2400;   11,215
19JAN2215, 0100;   11,238
19JAN2215, 0200;   11,262
19JAN2215, 0300;   11,285
19JAN2215, 0400;   11,308
19JAN2215, 0500;   11,330
19JAN2215, 0600;   11,351
19JAN2215, 0700;   11,369
19JAN2215, 0800;   11,386
19JAN2215, 0900;   11,401
19JAN2215, 1000;   11,416
19JAN2215, 1100;   11,432
19JAN2215, 1200;   11,447
19JAN2215, 1300;   11,462
19JAN2215, 1400;   11,477
19JAN2215, 1500;   11,491
19JAN2215, 1600;   11,507
19JAN2215, 1700;   11,521
19JAN2215, 1800;   11,533
19JAN2215, 1900;   11,543
19JAN2215, 2000;   11,551
19JAN2215, 2100;   11,558
19JAN2215, 2200;   11,565
19JAN2215, 2300;   11,572
19JAN2215, 2400;   11,579
20JAN2215, 0100;   11,587
20JAN2215, 0200;   11,595
20JAN2215, 0300;   11,603
20JAN2215, 0400;   11,611
20JAN2215, 0500;   11,615
20JAN2215, 0600;   11,609
20JAN2215, 0700;   11,592
20JAN2215, 0800;   11,568
20JAN2215, 0900;   11,540
20JAN2215, 1000;   11,510
20JAN2215, 1100;   11,479
20JAN2215, 1200;   11,448
20JAN2215, 1300;   11,417
20JAN2215, 1400;   11,387
20JAN2215, 1500;   11,357
20JAN2215, 1600;   11,327
20JAN2215, 1700;   11,293
20JAN2215, 1800;   11,253
20JAN2215, 1900;   11,206
20JAN2215, 2000;   11,155
20JAN2215, 2100;   11,106
20JAN2215, 2200;   11,054
20JAN2215, 2300;   10,999
20JAN2215, 2400;   10,946
21JAN2215, 0100;   10,888
21JAN2215, 0200;   10,829
21JAN2215, 0300;   10,770
21JAN2215, 0400;   10,711
21JAN2215, 0500;   10,652
21JAN2215, 0600;   10,595
21JAN2215, 0700;   10,539
21JAN2215, 0800;   10,485
21JAN2215, 0900;   10,433
21JAN2215, 1000;   10,380
21JAN2215, 1100;   10,328
21JAN2215, 1200;   10,276
21JAN2215, 1300;   10,225
21JAN2215, 1400;   10,174
21JAN2215, 1500;   10,122
21JAN2215, 1600;   10,071
21JAN2215, 1700;   10,020
21JAN2215, 1800;   9,9675
21JAN2215, 1900;   9,9182
21JAN2215, 2000;   9,8701
21JAN2215, 2100;   9,8228
21JAN2215, 2200;   9,7759
21JAN2215, 2300;   9,7293
21JAN2215, 2400;   9,6825
22JAN2215, 0100;   9,6361
22JAN2215, 0200;   9,5894
22JAN2215, 0300;   9,5425
22JAN2215, 0400;   9,4962
22JAN2215, 0500;   9,4530
22JAN2215, 0600;   9,4156
22JAN2215, 0700;   9,3838
22JAN2215, 0800;   9,3564
22JAN2215, 0900;   9,3344
22JAN2215, 1000;   9,3172
22JAN2215, 1100;   9,2988
22JAN2215, 1200;   9,2793
22JAN2215, 1300;   9,2593
22JAN2215, 1400;   9,2394
22JAN2215, 1500;   9,2194
22JAN2215, 1600;   9,1993
22JAN2215, 1700;   9,1795
22JAN2215, 1800;   9,1594
22JAN2215, 1900;   9,1396
22JAN2215, 2000;   9,1195
22JAN2215, 2100;   9,0995
22JAN2215, 2200;   9,0794
22JAN2215, 2300;   9,0595
22JAN2215, 2400;   9,0398
23JAN2215, 0100;   9,0197
23JAN2215, 0200;   8,9998
23JAN2215, 0300;   8,9798
23JAN2215, 0400;   8,9598
23JAN2215, 0500;   8,9399
23JAN2215, 0600;   8,9195
23JAN2215, 0700;   8,8994
23JAN2215, 0800;   8,8797
23JAN2215, 0900;   8,8596
23JAN2215, 1000;   8,8400
23JAN2215, 1100;   8,8200
23JAN2215, 1200;   8,8003
23JAN2215, 1300;   8,7806
23JAN2215, 1400;   8,7610
23JAN2215, 1500;   8,7411
23JAN2215, 1600;   8,7216
23JAN2215, 1700;   8,7024
23JAN2215, 1800;   8,6881
23JAN2215, 1900;   8,6816
23JAN2215, 2000;   8,6842
23JAN2215, 2100;   8,6944
23JAN2215, 2200;   8,7095
23JAN2215, 2300;   8,7274
23JAN2215, 2400;   8,7479
24JAN2215, 0100;   8,7688
24JAN2215, 0200;   8,7904
24JAN2215, 0300;   8,8124
24JAN2215, 0400;   8,8342
24JAN2215, 0500;   8,8558
24JAN2215, 0600;   8,8767
24JAN2215, 0700;   8,8961
24JAN2215, 0800;   8,9139
24JAN2215, 0900;   8,9309
24JAN2215, 1000;   8,9467
24JAN2215, 1100;   8,9622
24JAN2215, 1200;   8,9774
24JAN2215, 1300;   8,9926
24JAN2215, 1400;   9,0078
24JAN2215, 1500;   9,0228
24JAN2215, 1600;   9,0385
24JAN2215, 1700;   9,0718
24JAN2215, 1800;   9,1787
24JAN2215, 1900;   9,4840
24JAN2215, 2000;   9,9746
24JAN2215, 2100;   10,516
24JAN2215, 2200;   11,172
24JAN2215, 2300;   11,896
24JAN2215, 2400;   12,588
25JAN2215, 0100;   13,238
25JAN2215, 0200;   13,906
25JAN2215, 0300;   14,610
25JAN2215, 0400;   15,216
25JAN2215, 0500;   15,650
25JAN2215, 0600;   15,842
25JAN2215, 0700;   15,886
25JAN2215, 0800;   15,856
25JAN2215, 0900;   15,795
25JAN2215, 1000;   15,723
25JAN2215, 1100;   15,647
25JAN2215, 1200;   15,570
25JAN2215, 1300;   15,493
25JAN2215, 1400;   15,416
25JAN2215, 1500;   15,339
25JAN2215, 1600;   15,263
25JAN2215, 1700;   15,186
25JAN2215, 1800;   15,112
25JAN2215, 1900;   15,033
25JAN2215, 2000;   14,952
25JAN2215, 2100;   14,870
25JAN2215, 2200;   14,788
25JAN2215, 2300;   14,707
25JAN2215, 2400;   14,625
26JAN2215, 0100;   14,544
26JAN2215, 0200;   14,464
26JAN2215, 0300;   14,385
26JAN2215, 0400;   14,305
26JAN2215, 0500;   14,231
26JAN2215, 0600;   14,161
26JAN2215, 0700;   14,090
26JAN2215, 0800;   14,018
26JAN2215, 0900;   13,946
26JAN2215, 1000;   13,875
26JAN2215, 1100;   13,806
26JAN2215, 1200;   13,736
26JAN2215, 1300;   13,665
26JAN2215, 1400;   13,594
26JAN2215, 1500;   13,522
26JAN2215, 1600;   13,451
26JAN2215, 1700;   13,381
26JAN2215, 1800;   13,312
26JAN2215, 1900;   13,245
26JAN2215, 2000;   13,180
26JAN2215, 2100;   13,115
26JAN2215, 2200;   13,050
26JAN2215, 2300;   12,985
26JAN2215, 2400;   12,921
27JAN2215, 0100;   12,857
27JAN2215, 0200;   12,794
27JAN2215, 0300;   12,730
27JAN2215, 0400;   12,667
27JAN2215, 0500;   12,605
27JAN2215, 0600;   12,544
27JAN2215, 0700;   12,485
27JAN2215, 0800;   12,428
27JAN2215, 0900;   12,371
27JAN2215, 1000;   12,314
27JAN2215, 1100;   12,259
27JAN2215, 1200;   12,206
27JAN2215, 1300;   12,154
27JAN2215, 1400;   12,102
27JAN2215, 1500;   12,049
27JAN2215, 1600;   11,994
27JAN2215, 1700;   11,939
27JAN2215, 1800;   11,885
27JAN2215, 1900;   11,832
27JAN2215, 2000;   11,779
27JAN2215, 2100;   11,727
27JAN2215, 2200;   11,676
27JAN2215, 2300;   11,624
27JAN2215, 2400;   11,573
28JAN2215, 0100;   11,522
28JAN2215, 0200;   11,472
28JAN2215, 0300;   11,422
28JAN2215, 0400;   11,371
28JAN2215, 0500;   11,317
28JAN2215, 0600;   11,255
28JAN2215, 0700;   11,186
28JAN2215, 0800;   11,118
28JAN2215, 0900;   11,046
28JAN2215, 1000;   10,972
28JAN2215, 1100;   10,896
28JAN2215, 1200;   10,815
28JAN2215, 1300;   10,733
28JAN2215, 1400;   10,651
28JAN2215, 1500;   10,569
28JAN2215, 1600;   10,486
28JAN2215, 1700;   10,404
28JAN2215, 1800;   10,323
28JAN2215, 1900;   10,247
28JAN2215, 2000;   10,171
28JAN2215, 2100;   10,098
28JAN2215, 2200;   10,027
28JAN2215, 2300;   9,9516
28JAN2215, 2400;   9,8791
29JAN2215, 0100;   9,8069
29JAN2215, 0200;   9,7340
29JAN2215, 0300;   9,6611
29JAN2215, 0400;   9,5881
29JAN2215, 0500;   9,5156
29JAN2215, 0600;   9,4490
29JAN2215, 0700;   9,3871
29JAN2215, 0800;   9,3318
29JAN2215, 0900;   9,2836
29JAN2215, 1000;   9,2293
29JAN2215, 1100;   9,1709
29JAN2215, 1200;   9,1103
29JAN2215, 1300;   9,0488
29JAN2215, 1400;   8,9865
29JAN2215, 1500;   8,9239
29JAN2215, 1600;   8,8611
29JAN2215, 1700;   8,7998
29JAN2215, 1800;   8,7392
29JAN2215, 1900;   8,6805
29JAN2215, 2000;   8,6233
29JAN2215, 2100;   8,5683
29JAN2215, 2200;   8,5167
29JAN2215, 2300;   8,4634
29JAN2215, 2400;   8,4100
30JAN2215, 0100;   8,3560
30JAN2215, 0200;   8,3014
30JAN2215, 0300;   8,2469
30JAN2215, 0400;   8,1926
30JAN2215, 0500;   8,1379
30JAN2215, 0600;   8,0838
30JAN2215, 0700;   8,0318
30JAN2215, 0800;   7,9804
30JAN2215, 0900;   7,9304
30JAN2215, 1000;   7,8813
30JAN2215, 1100;   7,8329
30JAN2215, 1200;   7,7847
30JAN2215, 1300;   7,7369
30JAN2215, 1400;   7,6891
30JAN2215, 1500;   7,6412
30JAN2215, 1600;   7,5932
30JAN2215, 1700;   7,5451
30JAN2215, 1800;   7,4978
30JAN2215, 1900;   7,4515
30JAN2215, 2000;   7,4070
30JAN2215, 2100;   7,3636
30JAN2215, 2200;   7,3216
30JAN2215, 2300;   7,2796
30JAN2215, 2400;   7,2379
31JAN2215, 0100;   7,1962
31JAN2215, 0200;   7,1548
31JAN2215, 0300;   7,1135
31JAN2215, 0400;   7,0721
31JAN2215, 0500;   7,0304
31JAN2215, 0600;   6,9891
31JAN2215, 0700;   6,9485
31JAN2215, 0800;   6,9084
31JAN2215, 0900;   6,8690
31JAN2215, 1000;   6,8302
31JAN2215, 1100;   6,7915
31JAN2215, 1200;   6,7532
31JAN2215, 1300;   6,7154
31JAN2215, 1400;   6,6777
31JAN2215, 1500;   6,6399
31JAN2215, 1600;   6,6018
31JAN2215, 1700;   6,5651
31JAN2215, 1800;   6,5287
31JAN2215, 1900;   6,4928
31JAN2215, 2000;   6,4577
31JAN2215, 2100;   6,4233
31JAN2215, 2200;   6,3894
31JAN2215, 2300;   6,3560
31JAN2215, 2400;   6,3223
END DATA
/HERNAD TELJES/100852.6/FLOW/01DEC2214/1HOUR/HERNAD_LEVEE_TOLTESRE/
RTS  Ver:  1   Prog:DssVue  LW:10MAY18  11:16:16   Tag:Tag        Prec:-1
Start: 31DEC2214 at 2301 hours;   End: 31JAN2215 at 2400 hours;  Number: 745
Units: M3/S    Type: INST-VAL
31DEC2214, 2400;   40,000
01JAN2215, 0100;   42,065
01JAN2215, 0200;   40,915
01JAN2215, 0300;   40,490
01JAN2215, 0400;   40,228
01JAN2215, 0500;   40,014
01JAN2215, 0600;   39,865
01JAN2215, 0700;   39,756
01JAN2215, 0800;   39,660
01JAN2215, 0900;   39,560
01JAN2215, 1000;   39,414
01JAN2215, 1100;   39,210
01JAN2215, 1200;   38,970
01JAN2215, 1300;   38,714
01JAN2215, 1400;   38,455
01JAN2215, 1500;   38,187
01JAN2215, 1600;   37,874
01JAN2215, 1700;   37,509
01JAN2215, 1800;   37,109
01JAN2215, 1900;   36,694
01JAN2215, 2000;   36,273
01JAN2215, 2100;   35,845
01JAN2215, 2200;   35,381
01JAN2215, 2300;   34,871
01JAN2215, 2400;   34,335
02JAN2215, 0100;   33,785
02JAN2215, 0200;   33,242
02JAN2215, 0300;   32,712
02JAN2215, 0400;   32,298
02JAN2215, 0500;   32,052
02JAN2215, 0600;   31,914
02JAN2215, 0700;   31,823
02JAN2215, 0800;   31,746
02JAN2215, 0900;   31,689
02JAN2215, 1000;   31,721
02JAN2215, 1100;   31,875
02JAN2215, 1200;   32,108
02JAN2215, 1300;   32,374
02JAN2215, 1400;   32,651
02JAN2215, 1500;   32,985
02JAN2215, 1600;   33,644
02JAN2215, 1700;   34,732
02JAN2215, 1800;   36,080
02JAN2215, 1900;   37,536
02JAN2215, 2000;   39,028
02JAN2215, 2100;   40,601
02JAN2215, 2200;   42,418
02JAN2215, 2300;   44,519
02JAN2215, 2400;   46,752
03JAN2215, 0100;   49,032
03JAN2215, 0200;   51,283
03JAN2215, 0300;   53,417
03JAN2215, 0400;   54,358
03JAN2215, 0500;   54,513
03JAN2215, 0600;   54,306
03JAN2215, 0700;   53,974
03JAN2215, 0800;   53,608
03JAN2215, 0900;   53,204
03JAN2215, 1000;   52,720
03JAN2215, 1100;   52,170
03JAN2215, 1200;   51,588
03JAN2215, 1300;   51,077
03JAN2215, 1400;   50,492
03JAN2215, 1500;   49,910
03JAN2215, 1600;   49,363
03JAN2215, 1700;   48,853
03JAN2215, 1800;   48,368
03JAN2215, 1900;   47,889
03JAN2215, 2000;   47,410
03JAN2215, 2100;   46,922
03JAN2215, 2200;   46,432
03JAN2215, 2300;   45,916
03JAN2215, 2400;   45,374
04JAN2215, 0100;   44,831
04JAN2215, 0200;   44,295
04JAN2215, 0300;   43,766
04JAN2215, 0400;   43,267
04JAN2215, 0500;   42,795
04JAN2215, 0600;   42,332
04JAN2215, 0700;   41,875
04JAN2215, 0800;   41,417
04JAN2215, 0900;   40,962
04JAN2215, 1000;   40,515
04JAN2215, 1100;   40,061
04JAN2215, 1200;   39,612
04JAN2215, 1300;   39,156
04JAN2215, 1400;   38,701
04JAN2215, 1500;   38,257
04JAN2215, 1600;   37,848
04JAN2215, 1700;   37,493
04JAN2215, 1800;   37,165
04JAN2215, 1900;   36,850
04JAN2215, 2000;   36,538
04JAN2215, 2100;   36,228
04JAN2215, 2200;   35,918
04JAN2215, 2300;   35,609
04JAN2215, 2400;   35,299
05JAN2215, 0100;   34,990
05JAN2215, 0200;   34,681
